"","infinitive","forms"
"394","levantar","levanto;levantas;levanta;levantamos;levantáis;levantan;levantando;levantado;levantaré;levantarás;levantará;levantaremos;levantaréis;levantarán;levantaba;levantabas;levantábamos;levantabais;levantaban;levanté;levantaste;levantó;levantasteis;levantaron;levantaría;levantarías;levantaríamos;levantaríais;levantarían;levante;levantes;levantemos;levantéis;levanten;levantara;levantaras;levantáramos;levantarais;levantaran;levantare;levantares;levantáremos;levantareis;levantaren;;levantad"
"395","levantarse",";levántate;levantaos;levántese;levántense;levantándose;levantado"
"396","limpiar","limpio;limpias;limpia;limpiamos;limpiáis;limpian;limpiando;limpiado;limpiaré;limpiarás;limpiará;limpiaremos;limpiaréis;limpiarán;limpiaba;limpiabas;limpiábamos;limpiabais;limpiaban;limpié;limpiaste;limpió;limpiasteis;limpiaron;limpiaría;limpiarías;limpiaríamos;limpiaríais;limpiarían;limpie;limpies;limpiemos;limpiéis;limpien;limpiara;limpiaras;limpiáramos;limpiarais;limpiaran;limpiare;limpiares;limpiáremos;limpiareis;limpiaren;;limpiad"
"397","llamar","llamo;llamas;llama;llamamos;llamáis;llaman;llamando;llamado;llamaré;llamarás;llamará;llamaremos;llamaréis;llamarán;llamaba;llamabas;llamábamos;llamabais;llamaban;llamé;llamaste;llamó;llamasteis;llamaron;llamaría;llamarías;llamaríamos;llamaríais;llamarían;llame;llames;llamemos;llaméis;llamen;llamara;llamaras;llamáramos;llamarais;llamaran;llamare;llamares;llamáremos;llamareis;llamaren;;llamad"
"398","llamarse",";llámate;llamaos;llámese;llámense;llamándose;llamado"
"399","llegar","llego;llegas;llega;llegamos;llegáis;llegan;llegando;llegado;llegaré;llegarás;llegará;llegaremos;llegaréis;llegarán;llegaba;llegabas;llegábamos;llegabais;llegaban;llegué;llegaste;llegó;llegasteis;llegaron;llegaría;llegarías;llegaríamos;llegaríais;llegarían;llegue;llegues;lleguemos;lleguéis;lleguen;llegara;llegaras;llegáramos;llegarais;llegaran;llegare;llegares;llegáremos;llegareis;llegaren;;llegad"
"400","llenar","lleno;llenas;llena;llenamos;llenáis;llenan;llenando;llenado;llenaré;llenarás;llenará;llenaremos;llenaréis;llenarán;llenaba;llenabas;llenábamos;llenabais;llenaban;llené;llenaste;llenó;llenasteis;llenaron;llenaría;llenarías;llenaríamos;llenaríais;llenarían;llene;llenes;llenemos;llenéis;llenen;llenara;llenaras;llenáramos;llenarais;llenaran;llenare;llenares;llenáremos;llenareis;llenaren;;llenad"
"401","llevar","llevo;llevas;lleva;llevamos;lleváis;llevan;llevando;llevado;llevaré;llevarás;llevará;llevaremos;llevaréis;llevarán;llevaba;llevabas;llevábamos;llevabais;llevaban;llevé;llevaste;llevó;llevasteis;llevaron;llevaría;llevarías;llevaríamos;llevaríais;llevarían;lleve;lleves;llevemos;llevéis;lleven;llevara;llevaras;lleváramos;llevarais;llevaran;llevare;llevares;lleváremos;llevareis;llevaren;;llevad"
"402","llorar","lloro;lloras;llora;lloramos;lloráis;lloran;llorando;llorado;lloraré;llorarás;llorará;lloraremos;lloraréis;llorarán;lloraba;llorabas;llorábamos;llorabais;lloraban;lloré;lloraste;lloró;llorasteis;lloraron;lloraría;llorarías;lloraríamos;lloraríais;llorarían;llore;llores;lloremos;lloréis;lloren;llorara;lloraras;lloráramos;llorarais;lloraran;llorare;llorares;lloráremos;llorareis;lloraren;;llorad"
"403","llover",";llueve;lloviendo;llovido;lloverá;llovía;llovió;llovería;llueva;lloviera;lloviere;lloved;lluevan"
"404","lograr","logro;logras;logra;logramos;lográis;logran;logrando;logrado;lograré;lograrás;logrará;lograremos;lograréis;lograrán;lograba;lograbas;lográbamos;lograbais;lograban;logré;lograste;logró;lograsteis;lograron;lograría;lograrías;lograríamos;lograríais;lograrían;logre;logres;logremos;logréis;logren;lograra;lograras;lográramos;lograrais;lograran;lograre;lograres;lográremos;lograreis;lograren;;lograd"
"405","luchar","lucho;luchas;lucha;luchamos;lucháis;luchan;luchando;luchado;lucharé;lucharás;luchará;lucharemos;lucharéis;lucharán;luchaba;luchabas;luchábamos;luchabais;luchaban;luché;luchaste;luchó;luchasteis;lucharon;lucharía;lucharías;lucharíamos;lucharíais;lucharían;luche;luches;luchemos;luchéis;luchen;luchara;lucharas;lucháramos;lucharais;lucharan;luchare;luchares;lucháremos;luchareis;lucharen;;luchad"
"406","madurar","maduro;maduras;madura;maduramos;maduráis;maduran;madurando;madurado;maduraré;madurarás;madurará;maduraremos;maduraréis;madurarán;maduraba;madurabas;madurábamos;madurabais;maduraban;maduré;maduraste;maduró;madurasteis;maduraron;maduraría;madurarías;maduraríamos;maduraríais;madurarían;madure;madures;maduremos;maduréis;maduren;madurara;maduraras;maduráramos;madurarais;maduraran;madurare;madurares;maduráremos;madurareis;maduraren;;madurad"
"407","mandar","mando;mandas;manda;mandamos;mandáis;mandan;mandando;mandado;mandaré;mandarás;mandará;mandaremos;mandaréis;mandarán;mandaba;mandabas;mandábamos;mandabais;mandaban;mandé;mandaste;mandó;mandasteis;mandaron;mandaría;mandarías;mandaríamos;mandaríais;mandarían;mande;mandes;mandemos;mandéis;manden;mandara;mandaras;mandáramos;mandarais;mandaran;mandare;mandares;mandáremos;mandareis;mandaren;;mandad"
"408","manejar","manejo;manejas;maneja;manejamos;manejáis;manejan;manejando;manejado;manejaré;manejarás;manejará;manejaremos;manejaréis;manejarán;manejaba;manejabas;manejábamos;manejabais;manejaban;manejé;manejaste;manejó;manejasteis;manejaron;manejaría;manejarías;manejaríamos;manejaríais;manejarían;maneje;manejes;manejemos;manejéis;manejen;manejara;manejaras;manejáramos;manejarais;manejaran;manejare;manejares;manejáremos;manejareis;manejaren;;manejad"
"409","mantener","mantengo;mantienes;mantiene;mantenemos;mantenéis;mantienen;manteniendo;mantenido;mantendré;mantendrás;mantendrá;mantendremos;mantendréis;mantendrán;mantenía;mantenías;manteníamos;manteníais;mantenían;mantuve;mantuviste;mantuvo;mantuvimos;mantuvisteis;mantuvieron;mantendría;mantendrías;mantendríamos;mantendríais;mantendrían;mantenga;mantengas;mantengamos;mantengáis;mantengan;mantuviera;mantuvieras;mantuviéramos;mantuvierais;mantuvieran;mantuviere;mantuvieres;mantuviéremos;mantuviereis;mantuvieren;;mantén;mantened"
"410","maquillar","maquillo;maquillas;maquilla;maquillamos;maquilláis;maquillan;maquillando;maquillado;maquillaré;maquillarás;maquillará;maquillaremos;maquillaréis;maquillarán;maquillaba;maquillabas;maquillábamos;maquillabais;maquillaban;maquillé;maquillaste;maquilló;maquillasteis;maquillaron;maquillaría;maquillarías;maquillaríamos;maquillaríais;maquillarían;maquille;maquilles;maquillemos;maquilléis;maquillen;maquillara;maquillaras;maquilláramos;maquillarais;maquillaran;maquillare;maquillares;maquilláremos;maquillareis;maquillaren;;maquillad"
"411","marcar","marco;marcas;marca;marcamos;marcáis;marcan;marcando;marcado;marcaré;marcarás;marcará;marcaremos;marcaréis;marcarán;marcaba;marcabas;marcábamos;marcabais;marcaban;marqué;marcaste;marcó;marcasteis;marcaron;marcaría;marcarías;marcaríamos;marcaríais;marcarían;marque;marques;marquemos;marquéis;marquen;marcara;marcaras;marcáramos;marcarais;marcaran;marcare;marcares;marcáremos;marcareis;marcaren;;marcad"
"412","masticar","mastico;masticas;mastica;masticamos;masticáis;mastican;masticando;masticado;masticaré;masticarás;masticará;masticaremos;masticaréis;masticarán;masticaba;masticabas;masticábamos;masticabais;masticaban;mastiqué;masticaste;masticó;masticasteis;masticaron;masticaría;masticarías;masticaríamos;masticaríais;masticarían;mastique;mastiques;mastiquemos;mastiquéis;mastiquen;masticara;masticaras;masticáramos;masticarais;masticaran;masticare;masticares;masticáremos;masticareis;masticaren;;masticad"
"413","matar","mato;matas;mata;matamos;matáis;matan;matando;matado;mataré;matarás;matará;mataremos;mataréis;matarán;mataba;matabas;matábamos;matabais;mataban;maté;mataste;mató;matasteis;mataron;mataría;matarías;mataríamos;mataríais;matarían;mate;mates;matemos;matéis;maten;matara;mataras;matáramos;matarais;mataran;matare;matares;matáremos;matareis;mataren;;matad"
"414","matricular","matriculo;matriculas;matricula;matriculamos;matriculáis;matriculan;matriculando;matriculado;matricularé;matricularás;matriculará;matricularemos;matricularéis;matricularán;matriculaba;matriculabas;matriculábamos;matriculabais;matriculaban;matriculé;matriculaste;matriculó;matriculasteis;matricularon;matricularía;matricularías;matricularíamos;matricularíais;matricularían;matricule;matricules;matriculemos;matriculéis;matriculen;matriculara;matricularas;matriculáramos;matricularais;matricularan;matriculare;matriculares;matriculáremos;matriculareis;matricularen;;matriculad"
"415","matricularse",";matricúlate;matriculaos;matricúlese;matricúlense;matriculándose;matriculado"
"416","medir","mido;mides;mide;medimos;medís;miden;midiendo;medido;mediré;medirás;medirá;mediremos;mediréis;medirán;medía;medías;medíamos;medíais;medían;medí;mediste;midió;medisteis;midieron;mediría;medirías;mediríamos;mediríais;medirían;mida;midas;midamos;midáis;midan;midiera;midieras;midiéramos;midierais;midieran;midiere;midieres;midiéremos;midiereis;midieren;;medid"
"417","mentir","miento;mientes;miente;mentimos;mentís;mienten;mintiendo;mentido;mentiré;mentirás;mentirá;mentiremos;mentiréis;mentirán;mentía;mentías;mentíamos;mentíais;mentían;mentí;mentiste;mintió;mentisteis;mintieron;mentiría;mentirías;mentiríamos;mentiríais;mentirían;mienta;mientas;mintamos;mintáis;mientan;mintiera;mintieras;mintiéramos;mintierais;mintieran;mintiere;mintieres;mintiéremos;mintiereis;mintieren;;mentid"
"418","merecer","merezco;mereces;merece;merecemos;merecéis;merecen;mereciendo;merecido;mereceré;merecerás;merecerá;mereceremos;mereceréis;merecerán;merecía;merecías;merecíamos;merecíais;merecían;merecí;mereciste;mereció;merecimos;merecisteis;merecieron;merecería;merecerías;mereceríamos;mereceríais;merecerían;merezca;merezcas;merezcamos;merezcáis;merezcan;mereciera;merecieras;mereciéramos;merecierais;merecieran;mereciere;merecieres;mereciéremos;mereciereis;merecieren;;mereced"
"419","merendar","meriendo;meriendas;merienda;merendamos;merendáis;meriendan;merendando;merendado;merendaré;merendarás;merendará;merendaremos;merendaréis;merendarán;merendaba;merendabas;merendábamos;merendabais;merendaban;merendé;merendaste;merendó;merendasteis;merendaron;merendaría;merendarías;merendaríamos;merendaríais;merendarían;meriende;meriendes;merendemos;merendéis;merienden;merendara;merendaras;merendáramos;merendarais;merendaran;merendare;merendares;merendáremos;merendareis;merendaren;;merendad"
"420","meter","meto;metes;mete;metemos;metéis;meten;metiendo;metido;meteré;meterás;meterá;meteremos;meteréis;meterán;metía;metías;metíamos;metíais;metían;metí;metiste;metió;metimos;metisteis;metieron;metería;meterías;meteríamos;meteríais;meterían;meta;metas;metamos;metáis;metan;metiera;metieras;metiéramos;metierais;metieran;metiere;metieres;metiéremos;metiereis;metieren;;meted"
"421","mezclar","mezclo;mezclas;mezcla;mezclamos;mezcláis;mezclan;mezclando;mezclado;mezclaré;mezclarás;mezclará;mezclaremos;mezclaréis;mezclarán;mezclaba;mezclabas;mezclábamos;mezclabais;mezclaban;mezclé;mezclaste;mezcló;mezclasteis;mezclaron;mezclaría;mezclarías;mezclaríamos;mezclaríais;mezclarían;mezcle;mezcles;mezclemos;mezcléis;mezclen;mezclara;mezclaras;mezcláramos;mezclarais;mezclaran;mezclare;mezclares;mezcláremos;mezclareis;mezclaren;;mezclad"
"422","mirar","miro;miras;mira;miramos;miráis;miran;mirando;mirado;miraré;mirarás;mirará;miraremos;miraréis;mirarán;miraba;mirabas;mirábamos;mirabais;miraban;miré;miraste;miró;mirasteis;miraron;miraría;mirarías;miraríamos;miraríais;mirarían;mire;mires;miremos;miréis;miren;mirara;miraras;miráramos;mirarais;miraran;mirare;mirares;miráremos;mirareis;miraren;;mirad"
"423","modificar","modifico;modificas;modifica;modificamos;modificáis;modifican;modificando;modificado;modificaré;modificarás;modificará;modificaremos;modificaréis;modificarán;modificaba;modificabas;modificábamos;modificabais;modificaban;modifiqué;modificaste;modificó;modificasteis;modificaron;modificaría;modificarías;modificaríamos;modificaríais;modificarían;modifique;modifiques;modifiquemos;modifiquéis;modifiquen;modificara;modificaras;modificáramos;modificarais;modificaran;modificare;modificares;modificáremos;modificareis;modificaren;;modificad"
"424","molestar","molesto;molestas;molesta;molestamos;molestáis;molestan;molestando;molestado;molestaré;molestarás;molestará;molestaremos;molestaréis;molestarán;molestaba;molestabas;molestábamos;molestabais;molestaban;molesté;molestaste;molestó;molestasteis;molestaron;molestaría;molestarías;molestaríamos;molestaríais;molestarían;moleste;molestes;molestemos;molestéis;molesten;molestara;molestaras;molestáramos;molestarais;molestaran;molestare;molestares;molestáremos;molestareis;molestaren;;molestad"
"425","montar","monto;montas;monta;montamos;montáis;montan;montando;montado;montaré;montarás;montará;montaremos;montaréis;montarán;montaba;montabas;montábamos;montabais;montaban;monté;montaste;montó;montasteis;montaron;montaría;montarías;montaríamos;montaríais;montarían;monte;montes;montemos;montéis;monten;montara;montaras;montáramos;montarais;montaran;montare;montares;montáremos;montareis;montaren;;montad"
"426","morir","muero;mueres;muere;morimos;morís;mueren;muriendo;muerto;moriré;morirás;morirá;moriremos;moriréis;morirán;moría;morías;moríamos;moríais;morían;morí;moriste;murió;moristeis;murieron;moriría;morirías;moriríamos;moriríais;morirían;muera;mueras;muramos;muráis;mueran;muriera;murieras;muriéramos;murierais;murieran;muriere;murieres;muriéremos;muriereis;murieren;;morid"
"427","mostrar","muestro;muestras;muestra;mostramos;mostráis;muestran;mostrando;mostrado;mostraré;mostrarás;mostrará;mostraremos;mostraréis;mostrarán;mostraba;mostrabas;mostrábamos;mostrabais;mostraban;mostré;mostraste;mostró;mostrasteis;mostraron;mostraría;mostrarías;mostraríamos;mostraríais;mostrarían;muestre;muestres;mostremos;mostréis;muestren;mostrara;mostraras;mostráramos;mostrarais;mostraran;mostrare;mostrares;mostráremos;mostrareis;mostraren;;mostrad"
"428","mover","muevo;mueves;mueve;movemos;movéis;mueven;moviendo;movido;moveré;moverás;moverá;moveremos;moveréis;moverán;movía;movías;movíamos;movíais;movían;moví;moviste;movió;movimos;movisteis;movieron;movería;moverías;moveríamos;moveríais;moverían;mueva;muevas;movamos;mováis;muevan;moviera;movieras;moviéramos;movierais;movieran;moviere;movieres;moviéremos;moviereis;movieren;;moved"
"429","moverse",";muévete;movíos;muévase;muévanse;moviéndose;movido"
"430","mudar(se)","mudo;mudas;muda;mudamos;mudáis;mudan;mudando;mudado;mudaré;mudarás;mudará;mudaremos;mudaréis;mudarán;mudaba;mudabas;mudábamos;mudabais;mudaban;mudé;mudaste;mudó;mudasteis;mudaron;mudaría;mudarías;mudaríamos;mudaríais;mudarían;mude;mudes;mudemos;mudéis;muden;mudara;mudaras;mudáramos;mudarais;mudaran;mudare;mudares;mudáremos;mudareis;mudaren;;mudad"
"431","mudarse",";múdate;mudaos;múdese;múdense;mudándose;mudado"
"432","nacer","nazco;naces;nace;nacemos;nacéis;nacen;naciendo;nacido;naceré;nacerás;nacerá;naceremos;naceréis;nacerán;nacía;nacías;nacíamos;nacíais;nacían;nací;naciste;nació;nacimos;nacisteis;nacieron;nacería;nacerías;naceríamos;naceríais;nacerían;nazca;nazcas;nazcamos;nazcáis;nazcan;naciera;nacieras;naciéramos;nacierais;nacieran;naciere;nacieres;naciéremos;naciereis;nacieren;;naced"
"433","nadar","nado;nadas;nada;nadamos;nadáis;nadan;nadando;nadado;nadaré;nadarás;nadará;nadaremos;nadaréis;nadarán;nadaba;nadabas;nadábamos;nadabais;nadaban;nadé;nadaste;nadó;nadasteis;nadaron;nadaría;nadarías;nadaríamos;nadaríais;nadarían;nade;nades;nademos;nadéis;naden;nadara;nadaras;nadáramos;nadarais;nadaran;nadare;nadares;nadáremos;nadareis;nadaren;;nadad"
"434","navegar","navego;navegas;navega;navegamos;navegáis;navegan;navegando;navegado;navegaré;navegarás;navegará;navegaremos;navegaréis;navegarán;navegaba;navegabas;navegábamos;navegabais;navegaban;navegué;navegaste;navegó;navegasteis;navegaron;navegaría;navegarías;navegaríamos;navegaríais;navegarían;navegue;navegues;naveguemos;naveguéis;naveguen;navegara;navegaras;navegáramos;navegarais;navegaran;navegare;navegares;navegáremos;navegareis;navegaren;;navegad"
"435","necesitar","necesito;necesitas;necesita;necesitamos;necesitáis;necesitan;necesitando;necesitado;necesitaré;necesitarás;necesitará;necesitaremos;necesitaréis;necesitarán;necesitaba;necesitabas;necesitábamos;necesitabais;necesitaban;necesité;necesitaste;necesitó;necesitasteis;necesitaron;necesitaría;necesitarías;necesitaríamos;necesitaríais;necesitarían;necesite;necesites;necesitemos;necesitéis;necesiten;necesitara;necesitaras;necesitáramos;necesitarais;necesitaran;necesitare;necesitares;necesitáremos;necesitareis;necesitaren;;necesitad"
